MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Brendan O'Hara","Argyll and Bute CC","","","£5,869.52","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,419.52","","","","£9,592.11","£0.00","","Uncapped","£1,323.69","Uncapped","£0.00","£10,915.80","£22,335.32"
"Bridget Phillipson","Houghton and Sunderland South BC","","","£6,761.56","£0.00","","","","£1,950.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,711.56","","","","£3,079.21","£0.00","","Uncapped","£1,257.29","Uncapped","£0.00","£4,336.50","£13,048.06"
"Carla Lockhart","Upper Bann","","","£12,541.92","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,541.92","","","","£8,668.32","£0.00","","Uncapped","£175.00","Uncapped","£0.00","£8,843.32","£21,385.24"
"Carol Monaghan","Glasgow North West BC","","","£6,005.86","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,005.86","","","","£700.00","£0.00","","Uncapped","£30.15","Uncapped","£0.00","£730.15","£6,736.01"
"Caroline Ansell","Eastbourne BC","","","£2,262.14","£0.00","","","","£18,649.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£20,911.14","","","","£0.00","£0.00","","Uncapped","£2,601.90","Uncapped","£0.00","£2,601.90","£23,513.04"
"Caroline Dinenage","Gosport BC","","","£13,475.05","£0.00","","","","£3,065.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£16,540.05","","","","£10,470.86","£0.00","","Uncapped","£244.26","Uncapped","£0.00","£10,715.12","£27,255.17"
"Caroline Flint","Don Valley CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£433.04","£0.00","£433.04","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£433.04"
"Caroline Johnson","Sleaford and North Hykeham CC","","","£4,593.27","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,640.27","","","","£8,284.76","£0.00","","Uncapped","£316.83","Uncapped","£0.00","£8,601.59","£16,241.86"
"Caroline Lucas","Brighton, Pavilion BC","","","£6,071.32","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,071.32","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£6,071.32"
"Caroline Nokes","Romsey and Southampton North CC","","","£6,353.10","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,400.10","","","","£1,225.00","£0.00","","Uncapped","£1,695.32","Uncapped","£0.00","£2,920.32","£12,320.42"
"Caroline Spelman","Meriden CC","","","-£63.93","£63.93","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£63.93","","","","£0.00","£0.00","","Uncapped","-£160.60","Uncapped","£0.00","-£160.60","-£224.53"
"Carolyn Harris","Swansea East BC","","","£11,667.90","£0.00","","","","£3,300.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,967.90","","","","£8,616.89","£0.00","","Uncapped","£1,282.50","Uncapped","£0.00","£9,899.39","£24,867.29"
"Cat Smith","Lancaster and Fleetwood CC","","","£3,982.66","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,982.66","","","","£5,522.24","£0.00","","Uncapped","£627.15","Uncapped","£0.00","£6,149.39","£10,132.05"
"Catherine McKinnell","Newcastle upon Tyne North BC","","","£6,998.28","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,998.28","","","","£7,800.52","£0.00","","Uncapped","£1,001.75","Uncapped","£0.00","£8,802.27","£15,800.55"
"Catherine West","Hornsey and Wood Green BC","","","£5,798.79","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,798.79","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,798.79"
"Charles Walker","Broxbourne BC","","","£3,254.86","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,254.86","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£3,254.86"
"Charlie Elphicke","Dover CC","","","£0.00","£0.00","","","","-£597.26","£597.26","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£597.26","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£597.26"
"Charlotte Nichols","Warrington North BC","","","£2,175.94","£0.00","","","","£3,900.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,075.94","","","","£3,890.32","£0.00","","Uncapped","£61.20","Uncapped","£0.00","£3,951.52","£10,027.46"
"Cherilyn Mackrory","Truro and Falmouth CC","","","£8,321.05","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,321.05","","","","£10,205.77","£0.00","","Uncapped","£1,286.26","Uncapped","£0.00","£11,492.03","£19,813.08"
"Cheryl Gillan","Chesham and Amersham CC","","","£10,284.03","£0.00","","","","£64.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,348.03","","","","£3,392.62","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£3,392.62","£13,740.65"
"Chinyelu Onwurah","Newcastle upon Tyne Central BC","","","£5,308.62","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,308.62","","","","£5,401.64","£0.00","","Uncapped","£513.40","Uncapped","£0.00","£5,915.04","£11,223.66"
"Chloe Smith","Norwich North BC","","","£5,163.64","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,210.64","","","","£6,974.96","£0.00","","Uncapped","£107.95","Uncapped","£0.00","£7,082.91","£15,293.55"
"Chris Bryant","Rhondda CC","","","£7,458.43","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,458.43","","","","£5,409.32","£0.00","","Uncapped","£980.42","Uncapped","£0.00","£6,389.74","£13,848.17"
"Chris Clarkson","Heywood and Middleton CC","","","£5,402.97","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,402.97","","","","£5,167.50","£0.00","","Uncapped","£197.40","Uncapped","£0.00","£5,364.90","£10,767.87"
"Chris Evans","Islwyn CC","","","£2,377.57","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,377.57","","","","£115.34","£0.00","","Uncapped","£1,726.30","Uncapped","£0.00","£1,841.64","£4,219.21"
"Chris Grayling","Epsom and Ewell BC","","","£3,915.74","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,962.74","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£6,962.74"
"Chris Green","Bolton West CC","","","£7,771.10","£0.00","","","","£5,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,818.10","","","","£0.00","£0.00","","Uncapped","£2,640.57","Uncapped","£0.00","£2,640.57","£15,458.67"
"Chris Hazzard","South Down","","","£2,037.76","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,037.76","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£2,037.76"
"Chris Heaton-Harris","Daventry CC","","","£7,882.88","£0.00","","","","£3,547.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,429.88","","","","£8,601.64","£0.00","","Uncapped","£293.73","Uncapped","£0.00","£8,895.37","£20,325.25"
"Chris Law","Dundee West BC","","","£7,137.94","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,687.94","","","","£6,392.13","£0.00","","Uncapped","£667.80","Uncapped","£0.00","£7,059.93","£19,747.87"
"Chris Loder","West Dorset CC","","","£11,196.92","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£470.00","£0.00","£11,666.92","","","","£2,680.70","£0.00","","Uncapped","£2,104.41","Uncapped","£0.00","£4,785.11","£16,452.03"
"Chris Matheson","City of Chester CC","","","£3,022.21","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,622.21","","","","£582.96","£0.00","","Uncapped","£2,242.87","Uncapped","£0.00","£2,825.83","£9,448.04"
"Chris Philp","Croydon South BC","","","£4,128.92","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,128.92","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£4,128.92"
"Chris Pincher","Tamworth CC","","","£10,239.19","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,239.19","","","","£4,240.00","£0.00","","Uncapped","£1,887.59","Uncapped","£0.00","£6,127.59","£16,366.78"
"Chris Skidmore","Kingswood BC","","","£4,728.52","£0.00","","","","£3,065.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,793.52","","","","£3,240.65","£0.00","","Uncapped","£328.40","Uncapped","£0.00","£3,569.05","£11,362.57"
"Chris Stephens","Glasgow South West BC","","","£4,755.80","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,755.80","","","","£5,350.72","£0.00","","Uncapped","£1,132.96","Uncapped","£0.00","£6,483.68","£11,239.48"
"Chris Williamson","Derby North BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£1,756.53","£1,756.53","£1,756.53"
"Christian Wakeford","Bury South BC","","","£9,985.41","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,034.41","","","","£8,598.97","£0.00","","Uncapped","£2,643.74","Uncapped","£0.00","£11,242.71","£24,277.12"
"Christina Rees","Neath CC","","","£7,722.91","£0.00","","","","£5,115.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,837.91","","","","£1,575.00","£0.00","","Uncapped","£178.95","Uncapped","£0.00","£1,753.95","£14,591.86"
"Christine Jardine","Edinburgh West BC","","","£7,295.66","£0.00","","","","£5,575.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,870.66","","","","£7,614.84","£0.00","","Uncapped","£1,191.91","Uncapped","£0.00","£8,806.75","£21,677.41"
"Christopher Chope","Christchurch CC","","","£7,286.47","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,286.47","","","","£0.00","£0.00","","Uncapped","£508.50","Uncapped","£0.00","£508.50","£7,794.97"
"Christopher Elmore","Ogmore CC","","","£9,047.20","£0.00","","","","£3,970.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,017.20","","","","£6,433.98","£0.00","","Uncapped","£1,724.70","Uncapped","£0.00","£8,158.68","£21,175.88"
"Christopher Leslie","Nottingham East BC","","","-£50.00","£50.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£50.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£50.00"
"Claire Coutinho","East Surrey CC","","","£4,360.67","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,360.67","","","","£0.00","£0.00","","Uncapped","£38.30","Uncapped","£0.00","£38.30","£4,398.97"
"Claire Hanna","Belfast South","","","£5,980.81","£0.00","","","","£469.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,449.81","","","","£0.00","£0.00","","Uncapped","£175.00","Uncapped","£0.00","£175.00","£6,624.81"
"Claudia Webbe","Leicester East BC","","","£5,123.56","£0.00","","","","£8,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,723.56","","","","£0.00","£0.00","","Uncapped","£134.32","Uncapped","£0.00","£134.32","£13,857.88"
"Clive Betts","Sheffield South East BC","","","£4,881.57","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,881.57","","","","£4,458.48","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£4,458.48","£9,340.05"
"Clive Efford","Eltham BC","","","£4,184.15","£0.00","","","","£877.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,061.35","","","","£0.00","£0.00","","Uncapped","£156.00","Uncapped","£0.00","£156.00","£5,217.35"
"Clive Lewis","Norwich South BC","","","£6,500.93","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,500.93","","","","£7,752.15","£0.00","","Uncapped","£502.75","Uncapped","£0.00","£8,254.90","£14,755.83"
"Colleen Fletcher","Coventry North East BC","","","£1,139.90","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£1,139.90","","","","£5,213.25","£0.00","","Uncapped","£963.00","Uncapped","£0.00","£6,176.25","£7,316.15"
"Colum Eastwood","Foyle","","","£2,028.20","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,028.20","","","","£7,875.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£7,875.00","£9,903.20"
"Conor Burns","Bournemouth West BC","","","£8,400.75","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,400.75","","","","£5,452.20","£0.00","","Uncapped","£294.30","Uncapped","£0.00","£5,746.50","£14,147.25"
"Conor McGinn","St Helens North BC","","","£3,006.21","£0.00","","","","£5,850.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,856.21","","","","£13,562.67","£0.00","","Uncapped","£1,023.70","Uncapped","£0.00","£14,586.37","£23,442.58"
"Craig Mackinlay","South Thanet CC","","","£7,018.84","£0.00","","","","£5,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,068.84","","","","£2,638.13","£0.00","","Uncapped","£594.95","Uncapped","£0.00","£3,233.08","£15,301.92"
"Craig Tracey","North Warwickshire CC","","","£3,381.98","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,428.98","","","","£6,128.20","£0.00","","Uncapped","£926.66","Uncapped","£0.00","£7,054.86","£13,483.84"
"Craig Whittaker","Calder Valley CC","","","£6,135.56","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,185.56","","","","£5,595.05","£0.00","","Uncapped","£3,351.62","Uncapped","£0.00","£8,946.67","£18,132.23"
"Craig Williams","Montgomeryshire CC","","","£14,474.07","£0.00","","","","£3,487.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£17,961.67","","","","£6,595.06","£0.00","","Uncapped","£886.50","Uncapped","£101.81","£7,583.37","£25,545.04"
"Crispin Blunt","Reigate BC","","","£12,002.64","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,002.64","","","","£0.00","£0.00","","Uncapped","£279.45","Uncapped","£0.00","£279.45","£12,282.09"
"Daisy Cooper","St Albans CC","","","£5,072.85","£0.00","","","","£5,575.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,647.85","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£10,647.85"
"Damian Collins","Folkestone and Hythe CC","","","£4,464.71","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,464.71","","","","£11,983.09","£0.00","","Uncapped","£62.10","Uncapped","£0.00","£12,045.19","£16,509.90"
"Damian Green","Ashford CC","","","£7,340.90","£0.00","","","","£64.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,404.90","","","","£1,566.35","£0.00","","Uncapped","£159.40","Uncapped","£0.00","£1,725.75","£9,130.65"
"Damian Hinds","East Hampshire CC","","","£874.68","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,921.68","","","","£10,400.00","£0.00","","Uncapped","£387.12","Uncapped","£0.00","£10,787.12","£14,708.80"
"Damien Moore","Southport BC","","","£6,704.18","£0.00","","","","£4,487.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,191.18","","","","£4,875.00","£0.00","","Uncapped","£1,713.24","Uncapped","£0.00","£6,588.24","£17,779.42"
"Dan Carden","Liverpool, Walton BC","","","£6,282.37","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,282.37","","","","£6,149.40","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£6,149.40","£12,431.77"
"Dan Jarvis","Barnsley Central BC","","","£6,159.22","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,159.22","","","","£10,591.77","£0.00","","Uncapped","£471.78","Uncapped","£0.00","£11,063.55","£17,222.77"
"Daniel Kawczynski","Shrewsbury and Atcham CC","","","£9,519.13","£0.00","","","","£1,150.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,669.13","","","","£9,600.00","£0.00","","Uncapped","£985.87","Uncapped","£0.00","£10,585.87","£21,255.00"
"Daniel Poulter","Central Suffolk and North Ipswich CC","","","£6,111.69","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,158.69","","","","£3,262.62","£0.00","","Uncapped","£1,887.87","Uncapped","£0.00","£5,150.49","£14,309.18"
"Daniel Zeichner","Cambridge BC","","","£8,339.10","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,339.10","","","","£0.00","£0.00","","Uncapped","£24.29","Uncapped","£0.00","£24.29","£8,363.39"
"Danny Kruger","Devizes CC","","","£7,827.77","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,876.77","","","","£11,226.21","£0.00","","Uncapped","-£132.50","Uncapped","£0.00","£11,093.71","£21,970.48"
"Darren Henry","Broxtowe CC","","","£19,269.05","£0.00","","","","£71.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£19,340.14","","","","£8,447.49","£0.00","","Uncapped","£585.01","Uncapped","£0.00","£9,032.50","£28,372.64"
"Darren Jones","Bristol North West BC","","","£8,782.42","£0.00","","","","£3,888.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,670.42","","","","£11,874.76","£0.00","","Uncapped","£533.55","Uncapped","£0.00","£12,408.31","£25,078.73"
"Dave Doogan","Angus CC","","","£2,034.76","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,034.76","","","","£0.00","£0.00","","Uncapped","£3,178.48","Uncapped","£0.00","£3,178.48","£5,213.24"
"David Amess","Southend West BC","","","£9,648.31","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,648.31","","","","£0.00","£0.00","","Uncapped","£2,059.50","Uncapped","£0.00","£2,059.50","£11,707.81"
"David Crausby","Bolton North East BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","-£865.48","£865.48","","Uncapped","£0.00","Uncapped","£0.00","-£865.48","-£865.48"
"David Davies","Monmouth CC","","","£5,078.28","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,125.28","","","","£2,100.00","£0.00","","Uncapped","£2,211.28","Uncapped","£0.00","£4,311.28","£12,436.56"
"David Davis","Haltemprice and Howden CC","","","£12,020.15","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,020.15","","","","£5,752.50","£0.00","","Uncapped","£278.08","Uncapped","£0.00","£6,030.58","£18,050.73"
"David Drew","Stroud CC","","","-£109.39","£109.39","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£109.39","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£109.39"
"David Duguid","Banff and Buchan CC","","","£8,625.56","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,625.56","","","","£10,374.21","£0.00","","Uncapped","£3,831.77","Uncapped","£0.00","£14,205.98","£22,831.54"
